row,year_film,year_ceremony,ceremony,category,name,film,winner
311,1934,1935,7,SHORT SUBJECT (Comedy),"Jules White, Producer",Men in Black,FALSE
312,1934,1935,7,SHORT SUBJECT (Comedy),Warner Bros.,"What, No Men!",FALSE
313,1934,1935,7,SHORT SUBJECT (Novelty),Skibo Productions,Bosom Friends,FALSE
314,1934,1935,7,SHORT SUBJECT (Novelty),"Stacy Woodard and Horace Woodard, Producers",City of Wax,TRUE
315,1934,1935,7,SHORT SUBJECT (Novelty),"Pete Smith, Producer",Strikes and Spares,FALSE
316,1934,1935,7,SOUND RECORDING,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director",The Affairs of Cellini,FALSE
317,1934,1935,7,SOUND RECORDING,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director",Cleopatra,FALSE
318,1934,1935,7,SOUND RECORDING,"Warner Bros.-First National Studio Sound Department, Nathan Levinson, Sound Director",Flirtation Walk,FALSE
319,1934,1935,7,SOUND RECORDING,"RKO Radio Studio Sound Department, Carl Dreher, Sound Director",The Gay Divorcee,FALSE
320,1934,1935,7,SOUND RECORDING,"Universal Studio Sound Department, Theodore Soderberg, Sound Director",Imitation of Life,FALSE
321,1934,1935,7,SOUND RECORDING,"Columbia Studio Sound Department, John Livadary, Sound Director",One Night of Love,TRUE
322,1934,1935,7,SOUND RECORDING,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",Viva Villa!,FALSE
323,1934,1935,7,SOUND RECORDING,"Fox Studio Sound Department, E. H. Hansen, Sound Director",The White Parade,FALSE
324,1934,1935,7,WRITING (Adaptation),Robert Riskin,It Happened One Night,TRUE
325,1934,1935,7,WRITING (Adaptation),"Frances Goodrich, Albert Hackett",The Thin Man,FALSE
326,1934,1935,7,WRITING (Adaptation),Ben Hecht,Viva Villa!,FALSE
327,1934,1935,7,WRITING (Original Story),Mauri Grashin,Hide-Out,FALSE
328,1934,1935,7,WRITING (Original Story),Arthur Caesar,Manhattan Melodrama,TRUE
329,1934,1935,7,WRITING (Original Story),Norman Krasna,The Richest Girl in the World,FALSE
330,1934,1935,7,SPECIAL AWARD, Shirley Temple,,TRUE
331,1935,1936,8,ACTOR,Clark Gable,Mutiny on the Bounty,FALSE
332,1935,1936,8,ACTOR,Charles Laughton,Mutiny on the Bounty,FALSE
333,1935,1936,8,ACTOR,Victor McLaglen,The Informer,TRUE
334,1935,1936,8,ACTOR,Paul Muni,Black Fury,FALSE
335,1935,1936,8,ACTOR,Franchot Tone,Mutiny on the Bounty,FALSE
336,1935,1936,8,ACTRESS,Elisabeth Bergner,Escape Me Never,FALSE
337,1935,1936,8,ACTRESS,Claudette Colbert,Private Worlds,FALSE
338,1935,1936,8,ACTRESS,Bette Davis,Dangerous,TRUE
339,1935,1936,8,ACTRESS,Katharine Hepburn,Alice Adams,FALSE
340,1935,1936,8,ACTRESS,Miriam Hopkins,Becky Sharp,FALSE
341,1935,1936,8,ACTRESS,Merle Oberon,The Dark Angel,FALSE
342,1935,1936,8,ART DIRECTION,Richard Day,The Dark Angel,TRUE
343,1935,1936,8,ART DIRECTION,"Hans Dreier, Roland Anderson",The Lives of a Bengal Lancer,FALSE
344,1935,1936,8,ART DIRECTION,"Van Nest Polglase, Carroll Clark",Top Hat,FALSE
345,1935,1936,8,ASSISTANT DIRECTOR,Joseph Newman,David Copperfield,FALSE
346,1935,1936,8,ASSISTANT DIRECTOR,Eric Stacey,Les Miserables,FALSE
347,1935,1936,8,ASSISTANT DIRECTOR,"Clem Beauchamp, Paul Wing",The Lives of a Bengal Lancer,TRUE
348,1935,1936,8,ASSISTANT DIRECTOR,Sherry Shourds,A Midsummer Night's Dream,FALSE
349,1935,1936,8,CINEMATOGRAPHY,Ray June,Barbary Coast,FALSE
350,1935,1936,8,CINEMATOGRAPHY,Victor Milner,The Crusades,FALSE
351,1935,1936,8,CINEMATOGRAPHY,Gregg Toland,Les Miserables,FALSE
352,1935,1936,8,CINEMATOGRAPHY,Hal Mohr,A Midsummer Night's Dream,TRUE
353,1935,1936,8,DANCE DIRECTION,Busby Berkeley,Gold Diggers of 1935,FALSE
354,1935,1936,8,DANCE DIRECTION,Bobby Connolly,Go into Your Dance;,FALSE
355,1935,1936,8,DANCE DIRECTION,Dave Gould,Broadway Melody of 1936;,TRUE
356,1935,1936,8,DANCE DIRECTION,Sammy Lee,King of Burlesque,FALSE
357,1935,1936,8,DANCE DIRECTION,Hermes Pan,Top Hat,FALSE
358,1935,1936,8,DANCE DIRECTION,LeRoy Prinz,Big Broadcast of 1936;,FALSE
359,1935,1936,8,DANCE DIRECTION,Benjamin Zemach,She,FALSE
360,1935,1936,8,DIRECTING,Michael Curtiz,Captain Blood,FALSE
361,1935,1936,8,DIRECTING,John Ford,The Informer,TRUE
362,1935,1936,8,DIRECTING,Henry Hathaway,The Lives of a Bengal Lancer,FALSE
363,1935,1936,8,DIRECTING,Frank Lloyd,Mutiny on the Bounty,FALSE
364,1935,1936,8,FILM EDITING,Robert J. Kern,David Copperfield,FALSE
365,1935,1936,8,FILM EDITING,George Hively,The Informer,FALSE
366,1935,1936,8,FILM EDITING,Barbara McLean,Les Miserables,FALSE
367,1935,1936,8,FILM EDITING,Ellsworth Hoagland,The Lives of a Bengal Lancer,FALSE
368,1935,1936,8,FILM EDITING,Ralph Dawson,A Midsummer Night's Dream,TRUE
369,1935,1936,8,FILM EDITING,Margaret Booth,Mutiny on the Bounty,FALSE
370,1935,1936,8,MUSIC (Scoring),"Warner Bros.-First National Studio Music Department, Leo Forbstein, head of department  (Score by Erich Wolfgang Korngold)",Captain Blood,FALSE
371,1935,1936,8,MUSIC (Scoring),"RKO Radio Studio Music Department, Max Steiner, head of department  (Score by Max Steiner)",The Informer,TRUE
372,1935,1936,8,MUSIC (Scoring),"Metro-Goldwyn-Mayer Studio Music Department, Nat W. Finston, head of department  (Score by Herbert Stothart)",Mutiny on the Bounty,FALSE
373,1935,1936,8,MUSIC (Scoring),"Paramount Studio Music Department, Irvin Talbot, head of department  (Score by Ernst Toch)",Peter Ibbetson,FALSE
374,1935,1936,8,MUSIC (Song),Music and Lyrics by Irving Berlin,Top Hat,FALSE
375,1935,1936,8,MUSIC (Song),Music by Jerome Kern; Lyrics by Dorothy Fields and Jimmy McHugh,Roberta,FALSE
376,1935,1936,8,MUSIC (Song),Music by Harry Warren; Lyrics by Al Dubin,Gold Diggers of 1935,TRUE
377,1935,1936,8,OUTSTANDING PRODUCTION,RKO Radio,Alice Adams,FALSE
378,1935,1936,8,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Broadway Melody of 1936,FALSE
379,1935,1936,8,OUTSTANDING PRODUCTION,Cosmopolitan,Captain Blood,FALSE
380,1935,1936,8,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,David Copperfield,FALSE
381,1935,1936,8,OUTSTANDING PRODUCTION,RKO Radio,The Informer,FALSE
382,1935,1936,8,OUTSTANDING PRODUCTION,20th Century,Les Miserables,FALSE
383,1935,1936,8,OUTSTANDING PRODUCTION,Paramount,The Lives of a Bengal Lancer,FALSE
384,1935,1936,8,OUTSTANDING PRODUCTION,Warner Bros.,A Midsummer Night's Dream,FALSE
385,1935,1936,8,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Mutiny on the Bounty,TRUE
386,1935,1936,8,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Naughty Marietta,FALSE
387,1935,1936,8,OUTSTANDING PRODUCTION,Paramount,Ruggles of Red Gap,FALSE
388,1935,1936,8,OUTSTANDING PRODUCTION,RKO Radio,Top Hat,FALSE
389,1935,1936,8,SHORT SUBJECT (Cartoon),Harman-Ising,The Calico Dragon,FALSE
390,1935,1936,8,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Three Orphan Kittens,TRUE
391,1935,1936,8,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Who Killed Cock Robin?,FALSE
392,1935,1936,8,SHORT SUBJECT (Comedy),"Jack Chertok, Producer",How to Sleep,TRUE
393,1935,1936,8,SHORT SUBJECT (Comedy),"Jules White, Producer","Oh, My Nerves",FALSE
394,1935,1936,8,SHORT SUBJECT (Comedy),"Hal Roach, Producer",Tit for Tat,FALSE
395,1935,1936,8,SHORT SUBJECT (Novelty),"Pete Smith, Producer",Audioscopiks,FALSE
396,1935,1936,8,SHORT SUBJECT (Novelty),Universal,Camera Thrills,FALSE
397,1935,1936,8,SHORT SUBJECT (Novelty),Gaumont British and Skibo Productions,Wings over Mt. Everest,TRUE
398,1935,1936,8,SOUND RECORDING,"Universal Studio Sound Department, Gilbert Kurland, Sound Director",Bride of Frankenstein,FALSE
399,1935,1936,8,SOUND RECORDING,"Warner Bros.-First National Studio Sound Department, Nathan Levinson, Sound Director",Captain Blood,FALSE
400,1935,1936,8,SOUND RECORDING,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director",The Dark Angel,FALSE
401,1935,1936,8,SOUND RECORDING,"RKO Radio Studio Sound Department, Carl Dreher, Sound Director",I Dream Too Much,FALSE
402,1935,1936,8,SOUND RECORDING,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director",The Lives of a Bengal Lancer,FALSE
403,1935,1936,8,SOUND RECORDING,"Columbia Studio Sound Department, John Livadary, Sound Director",Love Me Forever,FALSE
404,1935,1936,8,SOUND RECORDING,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",Naughty Marietta,TRUE
405,1935,1936,8,SOUND RECORDING,Republic Studio Sound Department,"$1,000 a Minute",FALSE
406,1935,1936,8,SOUND RECORDING,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",Thanks a Million,FALSE
407,1935,1936,8,WRITING (Original Story),Moss Hart,Broadway Melody of 1936,FALSE
408,1935,1936,8,WRITING (Original Story),Gregory Rogers,G-Men,FALSE
409,1935,1936,8,WRITING (Original Story),"Don Hartman, Stephen Avery",The Gay Deception,FALSE
410,1935,1936,8,WRITING (Original Story),"Ben Hecht, Charles MacArthur",The Scoundrel,TRUE
411,1935,1936,8,WRITING (Screenplay),Casey Robinson,Captain Blood,FALSE
412,1935,1936,8,WRITING (Screenplay),Dudley Nichols,The Informer,TRUE
413,1935,1936,8,WRITING (Screenplay),"Screenplay by Waldemar Young, John L. Balderston, Achmed Abdullah;  Adaptation by Grover Jones, William Slavens McNutt",The Lives of a Bengal Lancer,FALSE
414,1935,1936,8,WRITING (Screenplay),"Talbot Jennings, Jules Furthman, Carey Wilson",Mutiny on the Bounty,FALSE
415,1935,1936,8,SPECIAL AWARD, David Wark Griffith,,TRUE
416,1936,1937,9,ACTOR,Gary Cooper,Mr. Deeds Goes to Town,FALSE
417,1936,1937,9,ACTOR,Walter Huston,Dodsworth,FALSE
418,1936,1937,9,ACTOR,Paul Muni,The Story of Louis Pasteur,TRUE
419,1936,1937,9,ACTOR,William Powell,My Man Godfrey,FALSE
420,1936,1937,9,ACTOR,Spencer Tracy,San Francisco,FALSE
421,1936,1937,9,ACTOR IN A SUPPORTING ROLE,Mischa Auer,My Man Godfrey,FALSE
422,1936,1937,9,ACTOR IN A SUPPORTING ROLE,Walter Brennan,Come and Get It,TRUE
423,1936,1937,9,ACTOR IN A SUPPORTING ROLE,Stuart Erwin,Pigskin Parade,FALSE
424,1936,1937,9,ACTOR IN A SUPPORTING ROLE,Basil Rathbone,Romeo and Juliet,FALSE
425,1936,1937,9,ACTOR IN A SUPPORTING ROLE,Akim Tamiroff,The General Died at Dawn,FALSE
426,1936,1937,9,ACTRESS,Irene Dunne,Theodora Goes Wild,FALSE
427,1936,1937,9,ACTRESS,Gladys George,Valiant Is the Word for Carrie,FALSE
428,1936,1937,9,ACTRESS,Carole Lombard,My Man Godfrey,FALSE
429,1936,1937,9,ACTRESS,Luise Rainer,The Great Ziegfeld,TRUE
430,1936,1937,9,ACTRESS,Norma Shearer,Romeo and Juliet,FALSE
431,1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Beulah Bondi,The Gorgeous Hussy,FALSE
432,1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Alice Brady,My Man Godfrey,FALSE
433,1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Bonita Granville,These Three,FALSE
434,1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Maria Ouspenskaya,Dodsworth,FALSE
435,1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Gale Sondergaard,Anthony Adverse,TRUE
436,1936,1937,9,ART DIRECTION,Anton Grot,Anthony Adverse,FALSE
437,1936,1937,9,ART DIRECTION,Richard Day,Dodsworth,TRUE
438,1936,1937,9,ART DIRECTION,"Cedric Gibbons, Eddie Imazu, Edwin B. Willis",The Great Ziegfeld,FALSE
439,1936,1937,9,ART DIRECTION,William S. Darling,Lloyds of London,FALSE
440,1936,1937,9,ART DIRECTION,"Albert S. D'Agostino, Jack Otterson",The Magnificent Brute,FALSE
441,1936,1937,9,ART DIRECTION,"Cedric Gibbons, Fredric Hope, Edwin B. Willis",Romeo and Juliet,FALSE
442,1936,1937,9,ART DIRECTION,Perry Ferguson,Winterset,FALSE
443,1936,1937,9,ASSISTANT DIRECTOR,William Cannon,Anthony Adverse,FALSE
444,1936,1937,9,ASSISTANT DIRECTOR,Jack Sullivan,The Charge of the Light Brigade,TRUE
445,1936,1937,9,ASSISTANT DIRECTOR,Eric G. Stacey,The Garden of Allah,FALSE
446,1936,1937,9,ASSISTANT DIRECTOR,Clem Beauchamp,The Last of the Mohicans,FALSE
447,1936,1937,9,ASSISTANT DIRECTOR,Joseph Newman,San Francisco,FALSE
448,1936,1937,9,CINEMATOGRAPHY,Gaetano Gaudio,Anthony Adverse,TRUE
449,1936,1937,9,CINEMATOGRAPHY,Victor Milner,The General Died at Dawn,FALSE
450,1936,1937,9,CINEMATOGRAPHY,George Folsey,The Gorgeous Hussy,FALSE
451,1936,1937,9,DANCE DIRECTION,Busby Berkeley,Gold Diggers of 1937,FALSE
452,1936,1937,9,DANCE DIRECTION,Bobby Connolly,Cain and Mabel,FALSE
453,1936,1937,9,DANCE DIRECTION,Seymour Felix,The Great Ziegfeld,TRUE
454,1936,1937,9,DANCE DIRECTION,Dave Gould,Born to Dance,FALSE
455,1936,1937,9,DANCE DIRECTION,Jack Haskell,One in a Million,FALSE
456,1936,1937,9,DANCE DIRECTION,Russell Lewis,Dancing Pirate,FALSE
457,1936,1937,9,DANCE DIRECTION,Hermes Pan,Swing Time,FALSE
458,1936,1937,9,DIRECTING,William Wyler,Dodsworth,FALSE
459,1936,1937,9,DIRECTING,Robert Z. Leonard,The Great Ziegfeld,FALSE
460,1936,1937,9,DIRECTING,Frank Capra,Mr. Deeds Goes to Town,TRUE
461,1936,1937,9,DIRECTING,Gregory La Cava,My Man Godfrey,FALSE
462,1936,1937,9,DIRECTING,W. S. Van Dyke,San Francisco,FALSE
463,1936,1937,9,FILM EDITING,Ralph Dawson,Anthony Adverse,TRUE
464,1936,1937,9,FILM EDITING,Edward Curtiss,Come and Get It,FALSE
465,1936,1937,9,FILM EDITING,William S. Gray,The Great Ziegfeld,FALSE
466,1936,1937,9,FILM EDITING,Barbara McLean,Lloyds of London,FALSE
467,1936,1937,9,FILM EDITING,Conrad A. Nervig,A Tale of Two Cities,FALSE
468,1936,1937,9,FILM EDITING,Otto Meyer,Theodora Goes Wild,FALSE
469,1936,1937,9,MUSIC (Scoring),"Warner Bros. Studio Music Department, Leo Forbstein, head of department  (Score by Erich Wolfgang Korngold)",Anthony Adverse,TRUE
470,1936,1937,9,MUSIC (Scoring),"Warner Bros. Studio Music Department, Leo Forbstein, head of department  (Score by Max Steiner)",The Charge of the Light Brigade,FALSE
471,1936,1937,9,MUSIC (Scoring),"Selznick International Pictures Music Department, Max Steiner, head of department  (Score by Max Steiner)",The Garden of Allah,FALSE
472,1936,1937,9,MUSIC (Scoring),"Paramount Studio Music Department, Boris Morros, head of department  (Score by Werner Janssen)",The General Died at Dawn,FALSE
473,1936,1937,9,MUSIC (Scoring),"RKO Radio Studio Music Department, Nathaniel Shilkret, head of department  (Score by Nathaniel Shilkret)",Winterset,FALSE
474,1936,1937,9,MUSIC (Song),Music by Walter Donaldson; Lyrics by Harold Adamson,Suzy,FALSE
475,1936,1937,9,MUSIC (Song),Music and Lyrics by Cole Porter,Born to Dance,FALSE
476,1936,1937,9,MUSIC (Song),Music by Louis Alter; Lyrics by Sidney Mitchell,Trail of the Lonesome Pine,FALSE
477,1936,1937,9,MUSIC (Song),Music by Arthur Johnston; Lyrics by Johnny Burke,Pennies from Heaven,FALSE
478,1936,1937,9,MUSIC (Song),Music by Jerome Kern; Lyrics by Dorothy Fields,Swing Time,TRUE
479,1936,1937,9,MUSIC (Song),Music by Richard A. Whiting; Lyrics by Walter Bullock,"Sing, Baby, Sing",FALSE
480,1936,1937,9,OUTSTANDING PRODUCTION,Warner Bros.,Anthony Adverse,FALSE
481,1936,1937,9,OUTSTANDING PRODUCTION,Samuel Goldwyn Productions,Dodsworth,FALSE
482,1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,The Great Ziegfeld,TRUE
483,1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Libeled Lady,FALSE
484,1936,1937,9,OUTSTANDING PRODUCTION,Columbia,Mr. Deeds Goes to Town,FALSE
485,1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Romeo and Juliet,FALSE
486,1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,San Francisco,FALSE
487,1936,1937,9,OUTSTANDING PRODUCTION,Cosmopolitan,The Story of Louis Pasteur,FALSE
488,1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,A Tale of Two Cities,FALSE
489,1936,1937,9,OUTSTANDING PRODUCTION,Universal,Three Smart Girls,FALSE
490,1936,1937,9,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",The Country Cousin,TRUE
491,1936,1937,9,SHORT SUBJECT (Cartoon),Harman-Ising,Old Mill Pond,FALSE
492,1936,1937,9,SHORT SUBJECT (Cartoon),Paramount,Sinbad the Sailor,FALSE
493,1936,1937,9,SHORT SUBJECT (Color),Warner Bros.,Give Me Liberty,TRUE
494,1936,1937,9,SHORT SUBJECT (Color),"Lewis Lewyn, Producer",La Fiesta de Santa Barbara,FALSE
495,1936,1937,9,SHORT SUBJECT (Color),Paramount,Popular Science J-6-2,FALSE
496,1936,1937,9,SHORT SUBJECT (One-reel),"Hal Roach, Producer",Bored of Education,TRUE
497,1936,1937,9,SHORT SUBJECT (One-reel),Paramount,Moscow Moods,FALSE
498,1936,1937,9,SHORT SUBJECT (One-reel),"Pete Smith, Producer","Wanted, a Master",FALSE
499,1936,1937,9,SHORT SUBJECT (Two-reel),Warner Bros.,Double or Nothing,FALSE
500,1936,1937,9,SHORT SUBJECT (Two-reel),RKO Radio,Dummy Ache,FALSE
501,1936,1937,9,SHORT SUBJECT (Two-reel),Metro-Goldwyn-Mayer,The Public Pays,TRUE
502,1936,1937,9,SOUND RECORDING,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",Banjo on My Knee,FALSE
503,1936,1937,9,SOUND RECORDING,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",The Charge of the Light Brigade,FALSE
504,1936,1937,9,SOUND RECORDING,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director",Dodsworth,FALSE
505,1936,1937,9,SOUND RECORDING,"Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director",General Spanky,FALSE
506,1936,1937,9,SOUND RECORDING,"Columbia Studio Sound Department, John Livadary, Sound Director",Mr. Deeds Goes to Town,FALSE
507,1936,1937,9,SOUND RECORDING,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",San Francisco,TRUE
508,1936,1937,9,SOUND RECORDING,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director",The Texas Rangers,FALSE
509,1936,1937,9,SOUND RECORDING,"RKO Radio Studio Sound Department, J. O. Aalberg, Sound Director",That Girl from Paris,FALSE
510,1936,1937,9,SOUND RECORDING,"Universal Studio Sound Department, Homer G. Tasker, Sound Director",Three Smart Girls,FALSE
511,1936,1937,9,WRITING (Original Story),Norman Krasna,Fury,FALSE
512,1936,1937,9,WRITING (Original Story),William Anthony McGuire,The Great Ziegfeld,FALSE
513,1936,1937,9,WRITING (Original Story),Robert Hopkins,San Francisco,FALSE
514,1936,1937,9,WRITING (Original Story),"Pierre Collings, Sheridan Gibney",The Story of Louis Pasteur,TRUE
515,1936,1937,9,WRITING (Original Story),Adele Comandini,Three Smart Girls,FALSE
516,1936,1937,9,WRITING (Screenplay),"Frances Goodrich, Albert Hackett",After the Thin Man,FALSE
517,1936,1937,9,WRITING (Screenplay),Sidney Howard,Dodsworth,FALSE
518,1936,1937,9,WRITING (Screenplay),Robert Riskin,Mr. Deeds Goes to Town,FALSE
519,1936,1937,9,WRITING (Screenplay),"Eric Hatch, Morris Ryskind",My Man Godfrey,FALSE
520,1936,1937,9,WRITING (Screenplay),"Pierre Collings, Sheridan Gibney",The Story of Louis Pasteur,TRUE
521,1936,1937,9,SPECIAL AWARD, The March of Time for its significance to motion pictures and for having revolutionized one of the most important branches of the industry - the newsreel.,,TRUE
522,1936,1937,9,SPECIAL AWARD, W. Howard Greene and Harold Rosson for the color cinematography of the Selznick International Production,,TRUE
523,1937,1938,10,ACTOR,Charles Boyer,Conquest,FALSE
524,1937,1938,10,ACTOR,Fredric March,A Star Is Born,FALSE
525,1937,1938,10,ACTOR,Robert Montgomery,Night Must Fall,FALSE
526,1937,1938,10,ACTOR,Paul Muni,The Life of Emile Zola,FALSE
527,1937,1938,10,ACTOR,Spencer Tracy,Captains Courageous,TRUE
528,1937,1938,10,ACTOR IN A SUPPORTING ROLE,Ralph Bellamy,The Awful Truth,FALSE
529,1937,1938,10,ACTOR IN A SUPPORTING ROLE,Thomas Mitchell,The Hurricane,FALSE
530,1937,1938,10,ACTOR IN A SUPPORTING ROLE,Joseph Schildkraut,The Life of Emile Zola,TRUE
531,1937,1938,10,ACTOR IN A SUPPORTING ROLE,H. B. Warner,Lost Horizon,FALSE
532,1937,1938,10,ACTOR IN A SUPPORTING ROLE,Roland Young,Topper,FALSE
533,1937,1938,10,ACTRESS,Irene Dunne,The Awful Truth,FALSE
534,1937,1938,10,ACTRESS,Greta Garbo,Camille,FALSE
535,1937,1938,10,ACTRESS,Janet Gaynor,A Star Is Born,FALSE
536,1937,1938,10,ACTRESS,Luise Rainer,The Good Earth,TRUE
537,1937,1938,10,ACTRESS,Barbara Stanwyck,Stella Dallas,FALSE
538,1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Alice Brady,In Old Chicago,TRUE
539,1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Andrea Leeds,Stage Door,FALSE
540,1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Anne Shirley,Stella Dallas,FALSE
541,1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Claire Trevor,Dead End,FALSE
542,1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Dame May Whitty,Night Must Fall,FALSE
543,1937,1938,10,ART DIRECTION,"Cedric Gibbons, William Horning",Conquest,FALSE
544,1937,1938,10,ART DIRECTION,Carroll Clark,A Damsel in Distress,FALSE
545,1937,1938,10,ART DIRECTION,Richard Day,Dead End,FALSE
546,1937,1938,10,ART DIRECTION,Wiard Ihnen,Every Day's a Holiday,FALSE
547,1937,1938,10,ART DIRECTION,Anton Grot,The Life of Emile Zola,FALSE
548,1937,1938,10,ART DIRECTION,Stephen Goosson,Lost Horizon,TRUE
549,1937,1938,10,ART DIRECTION,John Victor Mackay,Manhattan Merry-Go-Round,FALSE
550,1937,1938,10,ART DIRECTION,Lyle Wheeler,The Prisoner of Zenda,FALSE
551,1937,1938,10,ART DIRECTION,"Hans Dreier, Roland Anderson",Souls at Sea,FALSE
552,1937,1938,10,ART DIRECTION,Alexander Toluboff,Walter Wanger's Vogues of 1938,FALSE
553,1937,1938,10,ART DIRECTION,"William S. Darling, David Hall",Wee Willie Winkie,FALSE
554,1937,1938,10,ART DIRECTION,Jack Otterson,You're a Sweetheart,FALSE
555,1937,1938,10,ASSISTANT DIRECTOR,Robert Webb,In Old Chicago,TRUE
556,1937,1938,10,ASSISTANT DIRECTOR,Russ Saunders,The Life of Emile Zola,FALSE
557,1937,1938,10,ASSISTANT DIRECTOR,"C. C. Coleman, Jr.",Lost Horizon,FALSE
558,1937,1938,10,ASSISTANT DIRECTOR,Hal Walker,Souls at Sea,FALSE
559,1937,1938,10,ASSISTANT DIRECTOR,Eric Stacey,A Star Is Born,FALSE
560,1937,1938,10,CINEMATOGRAPHY,Gregg Toland,Dead End,FALSE
561,1937,1938,10,CINEMATOGRAPHY,Karl Freund,The Good Earth,TRUE
562,1937,1938,10,CINEMATOGRAPHY,Joseph Valentine,Wings over Honolulu,FALSE
563,1937,1938,10,DANCE DIRECTION,Busby Berkeley,Varsity Show,FALSE
564,1937,1938,10,DANCE DIRECTION,Bobby Connolly,"Ready, Willing and Able",FALSE
565,1937,1938,10,DANCE DIRECTION,Dave Gould,A Day at the Races,FALSE
566,1937,1938,10,DANCE DIRECTION,Sammy Lee,Ali Baba Goes to Town,FALSE
567,1937,1938,10,DANCE DIRECTION,Harry Losee,Thin Ice,FALSE
568,1937,1938,10,DANCE DIRECTION,Hermes Pan,A Damsel in Distress,TRUE
569,1937,1938,10,DANCE DIRECTION,LeRoy Prinz,Waikiki Wedding,FALSE
570,1937,1938,10,DIRECTING,Leo McCarey,The Awful Truth,TRUE
571,1937,1938,10,DIRECTING,Sidney Franklin,The Good Earth,FALSE
572,1937,1938,10,DIRECTING,William Dieterle,The Life of Emile Zola,FALSE
573,1937,1938,10,DIRECTING,Gregory La Cava,Stage Door,FALSE
574,1937,1938,10,DIRECTING,William Wellman,A Star Is Born,FALSE
575,1937,1938,10,FILM EDITING,Al Clark,The Awful Truth,FALSE
576,1937,1938,10,FILM EDITING,Elmo Veron,Captains Courageous,FALSE
577,1937,1938,10,FILM EDITING,Basil Wrangell,The Good Earth,FALSE
578,1937,1938,10,FILM EDITING,"Gene Havlick, Gene Milford",Lost Horizon,TRUE
579,1937,1938,10,FILM EDITING,Bernard W. Burton,One Hundred Men and a Girl,FALSE
580,1937,1938,10,MUSIC (Scoring),"Samuel Goldwyn Studio Music Department, Alfred Newman, head of department  (Score by Alfred Newman)",The Hurricane,FALSE
581,1937,1938,10,MUSIC (Scoring),"20th Century-Fox Studio Music Department, Louis Silvers, head of department  (no composer credit)",In Old Chicago,FALSE
